SRR,Sublineage,SublineageFrequency
SRR17517921,B.1.1.225,0.00198995
SRR17517921,A.3,0.00198666
SRR17517921,AY.112.2,0.00191755
SRR17517921,B.1.525,0.00187517
SRR17517921,AY.98,0.00185263
SRR17517921,AY.33.1,0.00183835
SRR17517921,AY.83,0.00182815
SRR17517921,AY.4.2.1,0.00181159
SRR17517921,AY.46.1,0.00174672
SRR17517921,B.1.236,0.00173623
SRR17517921,AY.4.13,0.00164804
SRR17517921,B.1.383,0.00160957
SRR17517921,AY.39.2,0.00159872
SRR17517921,AY.109,0.00155695
SRR17517921,A.18,0.00149838
SRR17517921,B.1.602,0.00148391
SRR17517921,B.1.1.55,0.00142113
SRR17517921,B.1.128,0.00140915
SRR17517921,B.1.617.3,0.00138707
SRR17517921,AY.134,0.00138346
SRR17517921,B.1.1.312,0.00136167
SRR17517921,B.1.1.524,0.00136054
SRR17517921,C.2.1,0.00135218
SRR17517921,AY.77,0.00130777
SRR17517921,B.1.385,0.00129702
SRR17517921,AY.121.1,0.00128783
SRR17517921,B.1.1.328,0.00125065
SRR17517921,B.1.600,0.00122964
SRR17517921,B.1.1.219,0.00122850
SRR17517921,AY.23.1,0.00122146
SRR17517921,AY.90,0.00119367
SRR17517921,B.1.403,0.00118594
SRR17517921,B.1.530,0.00116884
SRR17517921,B.1.421,0.00115094
SRR17517921,AY.46.6.1,0.00113404
SRR17517921,B.1.206,0.00111607
SRR17517921,A.28,0.00110147
SRR17517921,AY.101,0.00108183
SRR17517921,B.1.258.12,0.00107066
SRR17517921,AY.41,0.00106287
SRR17517921,B.4.7,0.00103842
SRR17517921,AY.39.1.3,0.00101606
SRR17540870,BA.1.9,0.19704189
SRR17540870,BA.1.15,0.14993904
SRR17540870,BA.1.1.16,0.14833309
SRR17540870,BA.1,0.12267335
SRR17540870,BA.1.1.9,0.10039893
SRR17540870,B.20,0.04799630
SRR17540870,Q.3,0.01982571
SRR17540870,B,0.01141674
SRR17540870,BA.1.1.18,0.00946355
SRR17540870,BA.1.17.2,0.00615459
SRR17540870,B.15,0.00561798
SRR17540870,B.1.76,0.00558553
SRR17540870,B.32,0.00489621
SRR17540870,B.30,0.00372875
SRR17540870,BA.1.20,0.00335364
SRR17540870,B.40,0.00307681
SRR17540870,B.1.195,0.00300579
SRR17540870,B.1.393,0.00277698
SRR17540870,B.1.187,0.00267966
SRR17540870,BA.1.4,0.00257459
SRR17540870,XF,0.00245515
SRR17540870,BA.1.16.2,0.00200966
SRR17540870,B.1.8,0.00198114
SRR17540870,B.1.443,0.00197712
SRR17540870,Q.4,0.00179856
SRR17540870,Q.7,0.00178120
SRR17540870,XM,0.00176461
SRR17540870,B.1.67,0.00173178
SRR17540870,B.42,0.00163551
SRR17540870,B.10,0.00160854
SRR17540870,B.46,0.00160476
SRR17540870,B.1.105,0.00157013
SRR17540870,B.1.215,0.00143781
SRR17540870,BA.1.1.1,0.00143396
SRR17540870,A.5,0.00141978
SRR17540870,B.58,0.00139435
SRR17540870,XS,0.00137854
SRR17540870,A.3,0.00134953
SRR17540870,BA.1.1.14,0.00126904
SRR17540870,B.1.201,0.00122873
SRR17540870,B.1.205,0.00116877
SRR17540870,B.1.575,0.00113938
SRR17540870,BA.1.15.1,0.00111039
SRR17540870,BA.1.1.3,0.00109666
SRR17540870,B.1.199,0.00107976
SRR17540870,B.1.70,0.00107159
SRR17540870,B.52,0.00105115
SRR17540870,B.1.97,0.00103699
SRR17540870,B.1.23,0.00103563
SRR17540870,B.1.69,0.00102539
SRR17540870,BA.1.10,0.00102382
SRR17540871,BA.1.1.16,0.39853220
SRR17540871,BA.1.9,0.18669480
SRR17540871,BA.1.15,0.16092237
SRR17540871,BA.1.20,0.05134170
SRR17540871,BA.1.1.17,0.02746192
SRR17540871,B.19,0.01287833
SRR17540871,B.35,0.00998826
SRR17540871,B.1.1.7,0.00889321
SRR17540871,BA.1.17.2,0.00729595
SRR17540871,B,0.00665134
SRR17540871,BA.1.1.18,0.00555381
SRR17540871,B.20,0.00345224
SRR17540871,BA.1.3,0.00343224
SRR17540871,BA.1.4,0.00302913
SRR17540871,B.55,0.00300823
SRR17540871,BA.1.16.2,0.00203795
SRR17540871,BA.1.1.1,0.00186404
SRR17540871,B.1.460,0.00186382
SRR17540871,B.52,0.00174628
SRR17540871,B.32,0.00171602
SRR17540871,B.1.390,0.00170012
SRR17540871,B.42,0.00167526
SRR17540871,B.1.205,0.00163370
SRR17540871,B.1.530,0.00157577
SRR17540871,B.58,0.00156289
SRR17540871,B.1.195,0.00152844
SRR17540871,B.10,0.00147982
SRR17540871,B.40,0.00146856
SRR17540871,B.30,0.00146763
SRR17540871,BA.1.18,0.00142853
SRR17540871,BA.1.10,0.00139301
SRR17540871,BA.1.15.1,0.00137979
SRR17540871,Q.4,0.00128685
SRR17540871,A.3,0.00117185
SRR17540871,B.1.187,0.00114463
SRR17540871,BA.1.7,0.00110327
SRR17540871,B.1.128,0.00106195
SRR17540872,BA.1.9,0.35106167
SRR17540872,B,0.19619255
SRR17540872,BA.1.15,0.14221207
SRR17540872,BA.1.1.16,0.07419491
SRR17540872,B.5,0.04395480
SRR17540872,B.3,0.04304383
SRR17540872,B.1.1.7,0.01156693
SRR17540872,BA.1.17.2,0.01055439
SRR17540872,BA.1.1.6,0.00945368
SRR17540872,B.20,0.00427655
SRR17540872,BA.1.1.13,0.00352423
SRR17540872,B.47,0.00335273
SRR17540872,B.32,0.00328710
SRR17540872,Q.4,0.00295664
SRR17540872,BA.1.4,0.00283487
SRR17540872,BA.1.3,0.00280112
SRR17540872,B.30,0.00263885
SRR17540872,BA.1.16.2,0.00251726
SRR17540872,B.55,0.00226586
SRR17540872,B.42,0.00219212
SRR17540872,BA.1.1.14,0.00162866
SRR17540872,B.58,0.00162404
SRR17540872,B.10,0.00162308
SRR17540872,BA.1.1.15,0.00155360
SRR17540872,B.23,0.00151696
SRR17540872,BA.1.1.3,0.00143542
SRR17540872,BA.1.10,0.00135431
SRR17540872,BA.1.1.18,0.00135401
SRR17540872,BA.1.15.1,0.00132154
SRR17540872,AY.75.3,0.00129297
SRR17540872,BA.1.1.10,0.00129273
SRR17540872,BA.1.1.7,0.00119027
SRR17540872,BA.1.1.17,0.00107437
SRR17540872,BA.1.1.1,0.00103152
SRR17540873,BA.1.9,0.45402488
SRR17540873,BA.1.7,0.06828150
SRR17540873,B,0.06164509
SRR17540873,B.1.195,0.05447100
SRR17540873,B.1.1.7,0.04063807
SRR17540873,B.1.545,0.03967230
SRR17540873,BA.1.20,0.03166866
SRR17540873,BA.1.17.2,0.02117772
SRR17540873,B.1.1.118,0.01587188
SRR17540873,B.5,0.00882441
SRR17540873,BA.1.1.18,0.00729233
SRR17540873,B.1.1.45,0.00382852
SRR17540873,B.1.187,0.00285055
SRR17540873,BA.1.1.13,0.00268998
SRR17540873,BA.1.4,0.00264450
SRR17540873,B.1.1.177,0.00251660
SRR17540873,BA.1.14.2,0.00242794
SRR17540873,BA.1.1.1,0.00224917
SRR17540873,B.1.67,0.00220928
SRR17540873,B.1.76,0.00211075
SRR17540873,BA.1.16.2,0.00202648
SRR17540873,B.1.215,0.00196078
SRR17540873,B.20,0.00172612
SRR17540873,B.1.1.172,0.00168303
SRR17540873,B.1.8,0.00167418
SRR17540873,B.1.199,0.00165441
SRR17540873,B.32,0.00160539
SRR17540873,B.1.1.408,0.00159903
SRR17540873,B.1.1.207,0.00158922
SRR17540873,B.11,0.00157295
SRR17540873,B.1.1.361,0.00157257
SRR17540873,B.58,0.00156393
SRR17540873,BA.1.1.3,0.00149459
SRR17540873,B.47,0.00148837
SRR17540873,B.1.1.111,0.00148017
SRR17540873,B.1.1.359,0.00147847
SRR17540873,B.30,0.00145631
SRR17540873,B.46,0.00143520
SRR17540873,B.10,0.00143072
SRR17540873,B.1.1.249,0.00137866
SRR17540873,B.1.198,0.00132079
SRR17540873,B.40,0.00130771
SRR17540873,B.1.69,0.00128349
SRR17540873,B.1.35,0.00126830
SRR17540873,B.1.105,0.00123897
SRR17540873,BA.1.10,0.00120089
SRR17540873,Q.4,0.00119515
SRR17540874,B,0.44082888
SRR17540874,BA.1.15,0.18092720
SRR17540874,Q.3,0.17004063
SRR17540874,B.1.1.529,0.04227681
SRR17540874,B.1.1.7,0.01293302
SRR17540874,B.1.617.2,0.00566853
SRR17540874,B.1.248,0.00494566
SRR17540874,B.1.8,0.00380417
SRR17540874,B.1.195,0.00369949
SRR17540874,B.1.199,0.00261097
SRR17540874,Q.4,0.00246386
SRR17540874,B.1.420,0.00205857
SRR17540874,B.1.356,0.00205636
SRR17540874,B.1.187,0.00196464
SRR17540874,B.1.23,0.00170187
SRR17540874,B.1.215,0.00160578
SRR17540874,B.1.198,0.00146252
SRR17540874,B.1.105,0.00146119
SRR17540874,BA.1.15.1,0.00145560
SRR17540874,B.1.201,0.00143678
SRR17540874,B.10,0.00142830
SRR17540874,B.1.76,0.00136729
SRR17540874,B.42,0.00132546
SRR17540874,B.1.1.336,0.00128028
SRR17540874,B.51,0.00127823
SRR17540874,B.1.220,0.00125901
SRR17540874,B.1.97,0.00124355
SRR17540874,B.1.128,0.00122264
SRR17540874,B.1.395,0.00120001
SRR17540874,B.1.418,0.00115723
SRR17540874,B.58,0.00111235
SRR17540874,B.1.67,0.00111065
SRR17540874,B.1.530,0.00107712
SRR17540874,B.30,0.00102596
SRR17540874,B.6,0.00100671
SRR17540874,B.1.36.28,0.00100617
SRR17540875,B,0.52166902
SRR17540875,B.1,0.11207537
SRR17540875,B.1.1.402,0.02472060
SRR17540875,Q.3,0.01508384
SRR17540875,B.1.173,0.01470590
SRR17540875,B.1.1.38,0.01314684
SRR17540875,B.1.1,0.01016304
SRR17540875,B.1.1.463,0.00973870
SRR17540875,B.1.1.189,0.00500541
SRR17540875,B.1.1.359,0.00412375
SRR17540875,B.1.157,0.00377715
SRR17540875,B.1.1.180,0.00358423
SRR17540875,B.30,0.00358043
SRR17540875,B.1.205,0.00354600
SRR17540875,B.6,0.00342466
SRR17540875,B.1.248,0.00327346
SRR17540875,B.1.1.154,0.00315686
SRR17540875,B.1.195,0.00304179
SRR17540875,B.1.1.172,0.00298414
SRR17540875,B.1.1.115,0.00295186
SRR17540875,B.1.1.408,0.00294711
SRR17540875,B.1.1.59,0.00258398
SRR17540875,B.20,0.00248963
SRR17540875,B.1.1.71,0.00248869
SRR17540875,B.1.1.95,0.00223214
SRR17540875,B.1.199,0.00219995
SRR17540875,B.1.1.57,0.00216060
SRR17540875,B.1.420,0.00215190
SRR17540875,B.47,0.00214846
SRR17540875,B.1.1.237,0.00213016
SRR17540875,B.1.1.177,0.00206770
SRR17540875,B.1.1.109,0.00206612
SRR17540875,B.1.1.395,0.00192308
SRR17540875,B.52,0.00190701
SRR17540875,B.58,0.00188058
SRR17540875,B.1.76,0.00185985
SRR17540875,B.1.1.111,0.00182242
SRR17540875,B.40,0.00177649
SRR17540875,B.1.1.12,0.00176991
SRR17540875,Q.4,0.00176616
SRR17540875,B.1.23,0.00175650
SRR17540875,B.1.220,0.00174071
SRR17540875,B.1.1.249,0.00170416
SRR17540875,B.1.14,0.00163666
SRR17540875,B.1.1.185,0.00161908
SRR17540875,B.1.1.423,0.00155801
SRR17540875,B.1.1.500,0.00147969
SRR17540875,B.1.201,0.00147638
SRR17540875,B.10,0.00147025
SRR17540875,B.42,0.00144281
SRR17540875,B.46,0.00138619
SRR17540875,B.1.198,0.00137755
SRR17540875,B.1.1.92,0.00136893
SRR17540875,B.1.1.296,0.00134747
SRR17540875,B.1.1.17,0.00134396
SRR17540875,B.1.1.197,0.00132935
SRR17540875,B.1.511,0.00132363
SRR17540875,B.1.1.43,0.00128783
SRR17540875,B.1.1.258,0.00124849
SRR17540875,B.1.1.153,0.00121803
SRR17540875,B.1.1.4,0.00121558
SRR17540875,B.1.1.120,0.00119204
SRR17540875,B.1.8,0.00113679
SRR17540875,B.1.1.136,0.00111065
SRR17540875,B.1.1.380,0.00109445
SRR17540875,B.1.1.517,0.00108021
SRR17540875,B.1.105,0.00107291
SRR17540875,XF,0.00105754
SRR17540875,B.1.1.133,0.00103878
SRR17540875,B.1.560,0.00103218
SRR17540875,B.5,0.00102606
SRR17540875,AM.3,0.00102291
SRR17540875,B.1.384,0.00101348
SRR17540875,B.1.1.398,0.00101128
SRR17540875,B.55,0.00100934
SRR17540875,B.1.1.175,0.00100057
SRR17540876,B,0.41138139
SRR17540876,Q.1,0.29042982
SRR17540876,B.6,0.06988259
SRR17540876,B.20,0.01243780
SRR17540876,B.1.1.92,0.00989574
SRR17540876,B.1.1.161,0.00674313
SRR17540876,B.1.1.154,0.00429289
SRR17540876,B.1.8,0.00381679
SRR17540876,B.1.1.189,0.00368476
SRR17540876,B.1.211,0.00337854
SRR17540876,B.1.195,0.00336016
SRR17540876,B.1.1.71,0.00301003
SRR17540876,B.1.1.172,0.00293091
SRR17540876,B.47,0.00285453
SRR17540876,B.1.1.177,0.00285442
SRR17540876,B.1.1.254,0.00282076
SRR17540876,B.1.1.197,0.00216544
SRR17540876,B.1.76,0.00212194
SRR17540876,B.1.198,0.00208480
SRR17540876,B.1.199,0.00202922
SRR17540876,B.1.1.249,0.00196915
SRR17540876,B.1.1.217,0.00171527
SRR17540876,B.30,0.00169661
SRR17540876,B.1.187,0.00166328
SRR17540876,B.1.201,0.00163199
SRR17540876,B.1.105,0.00162775
SRR17540876,B.1.1.17,0.00161649
SRR17540876,B.1.1.438,0.00161590
SRR17540876,B.1.1.258,0.00152512
SRR17540876,B.1.1.86,0.00144809
SRR17540876,B.10,0.00142433
SRR17540876,B.1.220,0.00139625
SRR17540876,B.1.1.111,0.00139603
SRR17540876,B.1.1.109,0.00133985
SRR17540876,B.46,0.00130698
SRR17540876,B.1.1.359,0.00127611
SRR17540876,B.1.511,0.00126422
SRR17540876,Q.4,0.00120660
SRR17540876,B.1.142,0.00117079
SRR17540876,B.1.1.448,0.00116178
SRR17540876,B.55,0.00114769
SRR17540876,B.52,0.00114548
SRR17540876,B.1.1.133,0.00114441
SRR17540876,B.1.1.398,0.00114105
SRR17540876,B.1.1.83,0.00113370
SRR17540876,B.1.1.59,0.00110824
SRR17540876,B.58,0.00108054
SRR17540876,B.1.69,0.00105376
SRR17540876,AM.3,0.00105263
SRR17540876,B.1.70,0.00103596
SRR17540876,B.1.1.380,0.00103093
SRR17540876,B.1.1.57,0.00101244
SRR17540877,B,0.49361723
SRR17540877,Q.1,0.10761221
SRR17540877,AY.100,0.09074209
SRR17540877,B.1.1.161,0.08525256
SRR17540877,B.1.1.7,0.05238167
SRR17540877,B.47,0.02040820
SRR17540877,B.1.1.177,0.00254539
SRR17540877,XA,0.00229533
SRR17540877,B.46,0.00207943
SRR17540877,AY.99,0.00189072
SRR17540877,B.1.1.172,0.00179015
SRR17540877,B.1.1.463,0.00175560
SRR17540877,B.51,0.00174520
SRR17540877,B.1.1.222,0.00171328
SRR17540877,B.1.1.217,0.00169205
SRR17540877,B.55,0.00167386
SRR17540877,B.30,0.00163221
SRR17540877,B.10,0.00161981
SRR17540877,B.52,0.00159419
SRR17540877,B.1.1.111,0.00148699
SRR17540877,B.1.1.244,0.00144170
SRR17540877,B.1.1.256,0.00142315
SRR17540877,B.42,0.00132567
SRR17540877,B.1.1.109,0.00128333
SRR17540877,B.20,0.00127065
SRR17540877,B.58,0.00126556
SRR17540877,Q.4,0.00121682
SRR17540877,B.1.1.133,0.00118863
SRR17540877,B.1.1.359,0.00116849
SRR17540877,B.1.1.136,0.00114033
SRR17540877,B.1.1.518,0.00111774
SRR17540877,AY.83,0.00110333
SRR17540877,B.1.1.153,0.00106722
SRR17540877,AY.3.3,0.00102333
SRR17540877,B.1.1.338,0.00102175
SRR17578348,AY.103,0.90048688
SRR17578348,AY.3,0.04477007
SRR17578348,AY.79,0.01087490
SRR17578348,AY.126,0.00276129
SRR17578348,AY.132,0.00112867
SRR17578348,AY.33,0.00103651
SRR17578349,AY.25,0.47961353
SRR17578349,AY.119,0.23740892
SRR17578349,AY.112,0.23740892
SRR17578349,AY.100,0.00463231
SRR17578349,AY.126,0.00196127
SRR17578349,AY.84,0.00172308
SRR17578349,AY.46.2,0.00155550
SRR17578349,AY.117,0.00146341
SRR17578349,AY.118,0.00144467
SRR17578349,AY.29,0.00134933
SRR17578349,AY.36,0.00131387
SRR17578349,AY.113,0.00130715
SRR17578349,AY.4.9,0.00108800
SRR17578350,AY.4,0.61793826
SRR17578350,AY.100,0.25841300
SRR17578350,AY.76,0.07116720
SRR17578350,AY.114,0.00913181
SRR17578350,AY.29,0.00251388
SRR17578350,AY.33,0.00230617
SRR17578350,AY.99,0.00160018
SRR17578350,AY.46.2,0.00131592
SRR17578350,AY.116.1,0.00122324
SRR17578350,AY.46.1,0.00120182
SRR17578350,AY.117,0.00116788
SRR17578350,AY.109,0.00115815
SRR17578350,AY.113,0.00115506
SRR17578350,AY.44,0.00108072
SRR17578350,AY.87,0.00102270
SRR17578351,AY.25,0.41324590
SRR17578351,AY.44,0.05420563
SRR17578351,AY.4,0.05420563
SRR17578351,AY.79,0.05420563
SRR17578351,AY.4.11,0.05420563
SRR17578351,AY.98,0.05420563
SRR17578351,AY.111,0.05420563
SRR17578351,AY.46.6,0.05420563
SRR17578351,AY.114,0.05420563
SRR17578351,AY.46,0.05420563
SRR17578351,AY.120,0.05420563
SRR17578351,AY.118,0.00290818
SRR17578351,AY.25.1,0.00250000
SRR17578351,AY.126,0.00213447
SRR17578351,AY.124,0.00192475
SRR17578351,AY.117,0.00188822
SRR17578351,AY.101,0.00156863
SRR17578351,AY.46.2,0.00153905
SRR17578351,AY.46.1,0.00146735
SRR17578351,AY.81,0.00132026
SRR17578351,AY.100,0.00111954
SRR17578351,AY.122.1,0.00111173
SRR17578351,AY.91,0.00107643
SRR17578352,AY.112,0.33028255
SRR17578352,AY.103,0.32083404
SRR17578352,AY.117,0.18358200
SRR17578352,B.1.617.2,0.08357255
SRR17578352,AY.4,0.01877586
SRR17578352,AY.79,0.00433526
SRR17578352,AY.81,0.00248756
SRR17578352,AY.126,0.00214133
SRR17578352,AY.46.2,0.00201106
SRR17578352,AY.106,0.00177830
SRR17578352,AY.39,0.00161686
SRR17578352,AY.46.1,0.00157604
SRR17578352,AY.29,0.00153742
SRR17578352,AY.109,0.00148588
SRR17578352,AY.113,0.00132489
SRR17578352,B.1.617.1,0.00128824
SRR17578352,AY.121,0.00118546
SRR17578352,AY.128,0.00117949
SRR17578352,AY.4.12,0.00114155
SRR17578352,AY.105,0.00113327
SRR17578352,AY.87,0.00105221
SRR17578353,AY.44,0.70947412
SRR17578353,AY.103,0.17083942
SRR17578353,AY.25,0.05584619
SRR17578353,AY.3,0.01636584
SRR17578353,AY.126,0.00314376
SRR17578353,AY.4.2.5,0.00160428
SRR17578353,AY.3.3,0.00154162
SRR17578353,AY.79,0.00112360
SRR17578353,AY.109,0.00102630
SRR17578354,AY.44,0.28535000
SRR17578354,AY.103,0.23399894
SRR17578354,AY.112,0.22505069
SRR17578354,AY.33,0.07787016
SRR17578354,AY.25,0.04802038
SRR17578354,AY.43,0.03844926
SRR17578354,AY.117,0.01115290
SRR17578354,AY.76,0.01101320
SRR17578354,AY.25.1,0.00421804
SRR17578354,AY.87,0.00370675
SRR17578354,AY.107,0.00329815
SRR17578354,AY.129,0.00317125
SRR17578354,AY.126,0.00274007
SRR17578354,AY.122.1,0.00203943
SRR17578354,AY.100,0.00198582
SRR17578354,AY.91,0.00195624
SRR17578354,AY.78,0.00182815
SRR17578354,AY.29,0.00169627
SRR17578354,AY.43.6,0.00167224
SRR17578354,AY.46.2,0.00148721
SRR17578354,AY.90,0.00142501
SRR17578354,AY.39,0.00142454
SRR17578354,AY.43.5,0.00134228
SRR17578354,AY.127,0.00111393
SRR17578354,AY.124,0.00109817
SRR17578354,AY.43.9,0.00106781
SRR17578354,AY.101,0.00104131
SRR17578354,AY.77,0.00102941
SRR17578354,AY.36.1,0.00101732
SRR17578355,AY.44,0.44909995
SRR17578355,AY.120,0.22807002
SRR17578355,AY.25,0.12617010
SRR17578355,B.1.617.2,0.09499762
SRR17578355,AY.117,0.01384150
SRR17578355,AY.76,0.01081080
SRR17578355,AY.127,0.00869098
SRR17578355,AY.105,0.00285714
SRR17578355,AY.126,0.00254602
SRR17578355,AY.107,0.00219298
SRR17578355,AY.5.5,0.00216361
SRR17578355,AY.46.2,0.00173123
SRR17578355,AY.129,0.00166113
SRR17578355,AY.118,0.00157109
SRR17578355,AY.116,0.00141294
SRR17578355,AY.29,0.00132484
SRR17578355,AY.103.1,0.00113717
SRR17578355,AY.79,0.00103252
SRR17578355,AY.120.2.1,0.00101394
SRR17578355,AY.77,0.00100150
SRR17654134,A.5,0.10990175
SRR17654134,A,0.10990175
SRR17654134,B.42,0.10990175
SRR17654134,B.6,0.10990175
SRR17654134,B.19,0.10990175
SRR17654134,B.1.14,0.10990175
SRR17654134,B.20,0.10990175
SRR17654134,B.15,0.10990175
SRR17654134,B,0.10990175
SRR17654135,A.1,0.98578400
SRR17654135,B.3,0.00185892
SRR17654136,XD,0.04109590
SRR17654136,AY.113,0.01822487
SRR17654136,AY.105,0.01822487
SRR17654136,AY.76,0.01822487
SRR17654136,AY.20,0.01822487
SRR17654136,AY.80,0.01822487
SRR17654136,AY.45,0.01822487
SRR17654136,AY.83,0.01822487
SRR17654136,AY.127,0.01822487
SRR17654136,AY.5,0.01822487
SRR17654136,AY.4,0.01822487
SRR17654136,AY.46,0.01822487
SRR17654136,AY.3,0.01822487
SRR17654136,AY.119,0.01822487
SRR17654136,AY.6,0.01822487
SRR17654136,AY.110,0.01822487
SRR17654136,AY.112,0.01822487
SRR17654136,AY.1,0.01822487
SRR17654136,AY.42,0.01822487
SRR17654136,AY.118,0.01822487
SRR17654136,AY.116,0.01822487
SRR17654136,AY.106,0.01822487
SRR17654136,AY.111,0.01822487
SRR17654136,AY.103,0.01822487
SRR17654136,AY.98,0.01822487
SRR17654136,AY.79,0.01822487
SRR17654136,AY.44,0.01822487
SRR17654136,AY.99,0.01822487
SRR17654136,AY.122,0.01822487
SRR17654136,AY.99.1,0.01822487
SRR17654136,AY.130,0.01822487
SRR17654136,AY.116.1,0.01822487
SRR17654136,AY.4.9,0.01822487
SRR17654136,AY.4.11,0.01822487
SRR17654136,AY.4.5,0.01822487
SRR17654136,AY.46.5,0.01822487
SRR17654136,AY.112.1,0.01822487
SRR17654136,AY.99.2,0.01822487
SRR17654136,AY.33,0.01822487
SRR17654136,AY.93,0.01822487
SRR17654136,AY.4.3,0.01822487
SRR17654136,AY.4.8,0.01822487
SRR17654136,AY.46.2,0.01822487
SRR17654136,AY.46.4,0.01822487
SRR17654136,AY.46.1,0.01822487
SRR17654136,AY.42.1,0.01822487
SRR17654136,AY.108,0.01822487
SRR17654136,AY.29,0.01822487
SRR17654136,AY.125,0.01822487
SRR17654136,AY.107,0.01822487
SRR17654136,AY.114,0.01822487
SRR17654136,AY.4.1,0.01822487
SRR17654136,AY.98.1.1,0.00503902
SRR17654136,AY.98.1,0.00503902
SRR17654136,AY.36,0.00503666
SRR17654136,AY.3.3,0.00185753
SRR17654136,AY.129,0.00164799
SRR17654137,B.1.1.201,0.12500000
SRR17654137,B.1.1.277,0.12500000
SRR17654137,A.24,0.03698601
SRR17654137,A.26,0.03698601
SRR17654137,B.15,0.02414386
SRR17654137,B.20,0.02414386
SRR17654137,B.1.14,0.02414386
SRR17654137,B.55,0.02414386
SRR17654137,B.45,0.02414386
SRR17654137,B.6,0.02414386
SRR17654137,B.47,0.02414386
SRR17654137,B.46,0.02414386
SRR17654137,B.57,0.02414386
SRR17654137,B.11,0.02414386
SRR17654137,B.10,0.02414386
SRR17654137,B.42,0.02414386
SRR17654137,B.23,0.02414386
SRR17654137,A,0.02414386
SRR17654137,B.12,0.02414386
SRR17654137,B.28,0.02414386
SRR17654137,B.33,0.02414386
SRR17654137,B.3,0.02414386
SRR17654137,B.30,0.02414386
SRR17654137,B.37,0.02414386
SRR17654137,B.32,0.02414386
SRR17654137,B.34,0.02414386
SRR17654137,B.3.1,0.02414386
SRR17654137,B.35,0.02414386
SRR17654137,A.5,0.02414386
SRR17654137,A.1,0.02414386
SRR17654137,B.43,0.02414386
SRR17654137,B,0.02414386
SRR17654138,A.1,0.49137920
SRR17654138,A,0.49137920
SRR17654139,A.5,0.47453695
SRR17654139,A,0.47453695
SRR17654139,B.1.383,0.00531360
SRR17654139,B.1.1.15,0.00353940
SRR17654139,B.1.1.428,0.00170818
SRR17654139,B.1.110.3,0.00131798
SRR17654139,B.1.1.217,0.00117297
SRR17654139,B.1.1.286,0.00110923
SRR17654139,B.1.1.181,0.00105818
SRR17654139,B.1.1.170,0.00100972
SRR17654140,B.1.3,0.66666700
SRR17654140,B.1.9.5,0.33333300
SRR17654141,B.1.617.2,0.99000976
SRR17654141,AY.50,0.00301529
SRR17654141,B.1.258.7,0.00155490
SRR17657410,B,0.57596687
SRR17657410,A,0.36240030
SRR17657410,B.15,0.00819672
SRR17657410,B.30,0.00589226
SRR17657410,B.20,0.00527704
SRR17657410,B.47,0.00296593
SRR17657410,B.27,0.00197901
SRR17657410,B.60,0.00172541
SRR17657410,B.11,0.00157973
SRR17657410,B.33,0.00151653
SRR17657410,B.3,0.00141427
SRR17657410,B.6,0.00140944
SRR17657410,B.4.5,0.00126373
SRR17657410,A.1,0.00118765
SRR17657410,B.23,0.00115578
SRR17657410,B.10,0.00115053
SRR17657410,A.3,0.00103734
SRR17657410,B.29,0.00103157
SRR17657411,B,0.68753305
SRR17657411,A,0.23689974
SRR17657411,B.6,0.02197800
SRR17657411,B.32,0.00457808
SRR17657411,B.15,0.00326797
SRR17657411,A.1,0.00319611
SRR17657411,B.60,0.00195225
SRR17657411,B.58,0.00193843
SRR17657411,B.47,0.00185858
SRR17657411,A.6,0.00161421
SRR17657411,B.10,0.00122007
SRR17657411,B.42,0.00121317
SRR17657411,B.23,0.00112209
SRR17657411,B.20,0.00111794
SRR17657411,B.5,0.00107602
SRR17657411,B.29,0.00100749
SRR17657412,B.33,0.50473133
SRR17657412,AY.25,0.23578568
SRR17657412,AY.76,0.09118965
SRR17657412,B.1.143,0.04796840
SRR17657412,B.1.195,0.00438276
SRR17657412,B.27,0.00426743
SRR17657412,AY.124,0.00389206
SRR17657412,AY.126,0.00343348
SRR17657412,B.1.395,0.00289575
SRR17657412,AY.82,0.00264579
SRR17657412,B.1.8,0.00241061
SRR17657412,B.46,0.00230415
SRR17657412,B.20,0.00224048
SRR17657412,B.23,0.00185437
SRR17657412,AY.25.1,0.00174027
SRR17657412,B.60,0.00153066
SRR17657412,AY.109,0.00148002
SRR17657412,AY.46.1,0.00139276
SRR17657412,B.1.23,0.00135149
SRR17657412,B.1.201,0.00125922
SRR17657412,B.1.40,0.00117418
SRR17657412,AY.116.1,0.00113379
SRR17657412,B.1.334,0.00108684
SRR17657412,AY.117,0.00106016
SRR17657412,B.1.437,0.00105388
SRR17657412,B.5,0.00104315
SRR17657412,B.1.162,0.00103573
SRR17657412,B.1.530,0.00101626
SRR17657412,AY.104,0.00101510
SRR17657412,AY.118,0.00100735
SRR17657413,B.6,0.23960506
SRR17657413,B.20,0.23960506
SRR17657413,B.15,0.23960506
SRR17657413,B,0.23960506
SRR17657413,B.27,0.00312057
SRR17657413,B.47,0.00239234
SRR17657413,B.23,0.00199754
SRR17657413,B.31,0.00183883
SRR17657413,B.46,0.00158541
SRR17657413,B.52,0.00156940
SRR17657413,B.5,0.00152428
SRR17657413,A.6,0.00120265
SRR17657413,B.42,0.00115588
SRR17657413,B.60,0.00115339
SRR17657413,B.40,0.00115339
SRR17657413,B.55,0.00114610
SRR17657414,B,0.91294780
SRR17657414,A,0.04003857
